group,ldpc_block,success,iterations,llr_min,llr_median_abs,llr_mean_abs,llr_max,hard_one_fraction
4,19,False,60,-40.252736314238504,40.00349073705385,39.947909017097274,40.209284917916065,0.4993169398907104
4,20,False,60,-40.258038740660844,40.004955321244225,39.948040021019494,40.21349195418433,0.505464480874317
4,21,False,60,-40.236521893332025,40.004218170878346,39.94683592393448,40.215906167078394,0.4931693989071038
4,22,False,60,-40.2302989840079,40.0006059693036,39.945616760428614,40.21379571816757,0.4979508196721312
4,23,False,60,-40.25765112350242,40.00057089753687,39.94646867921885,40.214977703463504,0.4931693989071038
4,24,False,60,-40.26642963035593,40.005312637206245,39.94890615668087,40.22175330315952,0.5040983606557377
4,25,False,60,-40.243310288574904,39.9995958113704,39.947026138685175,40.21368099774183,0.5034153005464481
4,26,False,60,-40.232659846360555,40.004357366694734,39.94891562369172,40.22301791354711,0.5109289617486339
4,27,False,60,-40.24833412189489,40.00569650182425,39.947261099917974,40.21077776212048,0.5068306010928961
4,28,False,60,-40.2568408592505,40.00347586825285,39.94785751701395,40.2227252859288,0.4870218579234973
4,29,False,60,-40.2820018273831,40.004775055122394,39.94709583800191,40.21921396060999,0.5020491803278688
4,30,False,60,-40.26104115809127,40.00143049503418,39.94584651237625,40.23081567013931,0.4801912568306011
4,31,False,60,-40.26223410322403,40.00239182344629,39.9479500081432,40.22086410308297,0.5040983606557377
4,32,False,60,-40.24897563767827,39.99881333649002,39.94703249130028,40.223393945455044,0.4924863387978142
4,33,False,60,-40.259362293271536,40.00060759261106,39.94713694375863,40.20669679731712,0.4952185792349727
4,34,False,60,-40.27560870603491,40.00442878418329,39.948466730579746,40.22456959496749,0.5006830601092896
4,35,False,60,-40.261070187383325,40.00130287353502,39.94621434832343,40.22573451270567,0.4993169398907104
